system:index,grid_m,lat,lon,month,s1_scenes_in_month,slope_max_deg,vv_db_thresh,water_frac,x_idx,y_idx,year,ym,.geo
0_48,30000,53.62745484977901,-119.51628879733434,1,99,10,-17,0.0,0,0,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_49,30000,53.87565057154578,-119.71151376096302,1,99,10,-17,0.0,0,0,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_50,30000,54.12364635257429,-119.90933310213059,1,99,10,-17,0.0,0,0,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_51,30000,56.64451745330842,-111.26052138401275,1,99,10,-17,0.0,0,0,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,30000,49.18022767009991,-117.31480495663298,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1,30000,49.284646140761865,-116.93460285017092,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2,30000,49.38760957074548,-116.5525010802803,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3,30000,49.21421301288176,-118.23446576361728,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4,30000,49.322238428535584,-117.85628646157005,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5,30000,49.428828209113526,-117.47615002147718,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6,30000,49.53396897725848,-117.09406857632294,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7,30000,49.63764742530981,-116.71005494498901,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8,30000,49.739850320366976,-116.3241226397088,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9,30000,49.35108987642916,-118.77944413885547,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_10,30000,49.46128713174212,-118.40144071980905,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_11,30000,49.570055481237304,-118.02143560882614,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_12,30000,49.67738129258726,-117.63944020570969,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_13,30000,49.783250997210715,-117.25546660422468,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_14,30000,49.887651095363516,-116.8695276003889,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_15,30000,49.99056816130502,-116.48163670037009,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_16,30000,49.70829163092027,-118.57041748216366,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_17,30000,49.81780963922117,-118.1885751638864,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_18,30000,49.92587820738716,-117.80470870536384,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_19,30000,50.032483572308095,-117.41883015284704,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20,30000,49.955217491847385,-118.74142983763531,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_21,30000,52.10159673710142,-117.40815455704802,2,88,10,-17,0.3123463899717248,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_22,30000,52.20734520139947,-116.99963638331744,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_23,30000,52.311505756254896,-116.58891787321416,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_24,30000,52.41406362710366,-116.17601572764892,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_25,30000,51.680708305973745,-119.99850243932976,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_26,30000,52.352439512601634,-117.58226888824623,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_27,30000,52.458950151741966,-117.1715837603088,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_28,30000,52.56386468909943,-116.75865779499183,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_29,30000,52.66716811913094,-116.34350769123394,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_30,30000,52.0432442295542,-119.78822719073767,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_31,30000,52.60317135958741,-117.7586399806141,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_32,30000,52.71045173248939,-117.34577212936695,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_33,30000,52.81612780426741,-116.93062201161017,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_34,30000,53.60197441351149,-113.5294665635097,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_35,30000,52.2898535717501,-119.97725550517926,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_36,30000,52.405738840261776,-119.57402864063553,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_37,30000,52.85378245083254,-117.9373092308009,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_38,30000,52.96184022206535,-117.522242923646,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_39,30000,53.06828548764293,-117.10485196858394,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_40,30000,52.65300127031511,-119.7634629346544,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_41,30000,52.88177809669702,-118.94571433661078,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_42,30000,52.99381495113538,-118.53321579118975,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_43,30000,53.21310573584495,-117.70103852867418,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_44,30000,52.90009134683862,-119.95533376849434,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_45,30000,53.13050779314373,-119.13343464452662,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_46,30000,53.243353374368105,-118.7187948110295,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_47,30000,53.35460222981132,-118.30171251915094,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_48,30000,53.26382002930297,-119.73790472317289,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_49,30000,53.37907028660024,-119.32361111319389,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_50,30000,53.4927325704762,-118.9068164559419,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_51,30000,53.51137236821777,-119.93270456841087,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_52,30000,53.87565057154578,-119.71151376096302,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_53,30000,54.12364635257429,-119.90933310213059,2,88,10,-17,0.0,0,0,2023,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,30000,49.18022767009991,-117.31480495663298,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1,30000,49.284646140761865,-116.93460285017092,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2,30000,49.38760957074548,-116.5525010802803,3,100,10,-17,0.058856761232533125,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3,30000,49.21421301288176,-118.23446576361728,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4,30000,49.428828209113526,-117.47615002147718,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5,30000,49.53396897725848,-117.09406857632294,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6,30000,49.63764742530981,-116.71005494498901,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7,30000,49.739850320366976,-116.3241226397088,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8,30000,49.46128713174212,-118.40144071980905,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9,30000,49.570055481237304,-118.02143560882614,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_10,30000,49.67738129258726,-117.63944020570969,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_11,30000,49.783250997210715,-117.25546660422468,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_12,30000,49.887651095363516,-116.8695276003889,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_13,30000,49.99056816130502,-116.48163670037009,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_14,30000,49.70829163092027,-118.57041748216366,3,100,10,-17,0.20008158865362832,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_15,30000,49.81780963922117,-118.1885751638864,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_16,30000,49.92587820738716,-117.80470870536384,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_17,30000,50.032483572308095,-117.41883015284704,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_18,30000,50.13761203878164,-117.03095227158914,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_19,30000,50.065491966951875,-118.35773897757556,3,100,10,-17,1.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20,30000,52.10159673710142,-117.40815455704802,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_21,30000,52.20734520139947,-116.99963638331744,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_22,30000,52.311505756254896,-116.58891787321416,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_23,30000,52.41406362710366,-116.17601572764892,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_24,30000,51.680708305973745,-119.99850243932976,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_25,30000,52.352439512601634,-117.58226888824623,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_26,30000,52.458950151741966,-117.1715837603088,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_27,30000,52.56386468909943,-116.75865779499183,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_28,30000,52.66716811913094,-116.34350769123394,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_29,30000,52.0432442295542,-119.78822719073767,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_30,30000,52.60317135958741,-117.7586399806141,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_31,30000,52.71045173248939,-117.34577212936695,3,100,10,-17,0.02894045793214263,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_32,30000,52.81612780426741,-116.93062201161017,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_33,30000,53.415647481881564,-114.39279613532302,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_34,30000,53.60197441351149,-113.5294665635097,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_35,30000,52.2898535717501,-119.97725550517926,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_36,30000,52.405738840261776,-119.57402864063553,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_37,30000,52.85378245083254,-117.9373092308009,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_38,30000,52.96184022206535,-117.522242923646,3,100,10,-17,0.014521384878089195,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_39,30000,53.06828548764293,-117.10485196858394,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_40,30000,52.65300127031511,-119.7634629346544,3,100,10,-17,0.05396364376854422,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_41,30000,52.76816819377785,-119.35580095112637,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_42,30000,52.99381495113538,-118.53321579118975,3,100,10,-17,1.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_43,30000,53.21310573584495,-117.70103852867418,3,100,10,-17,0.07442849996339666,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_44,30000,52.90009134683862,-119.95533376849434,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_45,30000,53.01608169365161,-119.54561848144124,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_46,30000,53.13050779314373,-119.13343464452662,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_47,30000,53.35460222981132,-118.30171251915094,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_48,30000,53.26382002930297,-119.73790472317289,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_49,30000,53.37907028660024,-119.32361111319389,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_50,30000,53.4927325704762,-118.9068164559419,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_51,30000,53.51137236821777,-119.93270456841087,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_52,30000,53.62745484977901,-119.51628879733434,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_53,30000,53.74194191986209,-119.09732591909331,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_54,30000,53.87565057154578,-119.71151376096302,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_55,30000,54.12364635257429,-119.90933310213059,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_56,30000,57.17023319594705,-111.56547764278571,3,100,10,-17,0.0,0,0,2023,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,30000,49.284646140761865,-116.93460285017092,4,99,10,-17,0.10016245841723641,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1,30000,49.38760957074548,-116.5525010802803,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2,30000,49.21421301288176,-118.23446576361728,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3,30000,49.428828209113526,-117.47615002147718,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4,30000,49.53396897725848,-117.09406857632294,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5,30000,49.63764742530981,-116.71005494498901,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6,30000,49.739850320366976,-116.3241226397088,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_7,30000,49.35108987642915,-118.77944413885547,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_8,30000,49.46128713174212,-118.40144071980905,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_9,30000,49.570055481237304,-118.02143560882614,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_10,30000,49.67738129258726,-117.63944020570969,4,99,10,-17,0.1315315272993435,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_11,30000,49.783250997210715,-117.25546660422468,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_12,30000,49.887651095363516,-116.8695276003889,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_13,30000,49.99056816130501,-116.48163670037009,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_14,30000,49.59733800831068,-118.95022432418348,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_15,30000,49.70829163092027,-118.57041748216366,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_16,30000,49.81780963922117,-118.1885751638864,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_17,30000,49.92587820738716,-117.80470870536384,4,99,10,-17,0.0,0,0,2023,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
